inning,pitch_count,velocity_drop,earned_runs,pitch_type,pitcher_hand,batter_side,next_batter_side,batter_slugging,replace_decision
2,34,4.421646129303021,4,Changeup,L,L,L,0.7933616792883837,1
3,133,4.627582046821571,0,Cutter,L,L,L,0.488601307896695,1
7,67,3.412552037692288,0,Fastball,R,S,S,0.4940084633346131,0
7,132,0.5782898604025348,4,Cutter,L,R,L,0.6066910639433403,1
4,116,7.146743622433532,4,Fastball,R,R,L,0.6000423074683616,0
5,110,4.891446457823111,3,Changeup,L,S,R,0.30831124947778976,1
5,35,0.9257063965517567,6,Curveball,L,S,S,0.3633861766754467,0
6,117,4.087444612753181,7,Cutter,L,S,R,0.3389098382768032,0
9,130,3.9780345275877718,2,Fastball,R,S,R,0.23204307119052411,1
2,20,0.48321495034341577,3,Slider,L,L,R,0.21344667611158963,0
5,60,4.85487762882358,3,Changeup,L,L,L,0.5869948896990074,1
3,67,6.4666111913725155,4,Curveball,L,S,S,0.4991548712346659,1
4,127,5.992064433987825,7,Sinker,R,S,L,0.7367573749920662,1
6,122,1.6237553133134668,6,Slider,R,R,S,0.3804627254659302,1
8,147,6.898340236433691,5,Curveball,L,L,R,0.6725081233052825,1
1,49,2.7403373252748073,6,Fastball,L,R,S,0.26189242034237836,0
8,64,7.572067026335531,3,Slider,L,R,R,0.6898649965850069,1
7,99,0.5739837138057098,5,Sinker,L,L,L,0.7526991622957278,0
1,58,3.8896695081587414,4,Sinker,L,S,R,0.5764023701931019,0
2,64,4.7769950174203935,1,Curveball,R,L,L,0.6415760714883953,0
3,97,1.9812007877968378,0,Changeup,R,R,L,0.7926768674125253,1
1,100,6.171041509761822,2,Cutter,R,L,L,0.42691222740190304,0
9,112,5.015165438485736,5,Sinker,L,S,R,0.2176167279677247,0
8,51,0.14487549830364443,1,Sinker,R,L,L,0.6095618281580204,1
2,43,4.866948725569887,5,Cutter,L,S,S,0.20799786024321404,0
9,135,3.931825875347571,0,Slider,R,S,S,0.5409867598029423,1
7,32,1.5682336136280615,0,Changeup,L,R,S,0.5584867598995638,0
9,98,7.965985816476237,6,Changeup,R,R,S,0.5507004268721782,1
6,75,7.17729755862092,2,Curveball,L,S,L,0.29955134142125733,1
6,72,2.340061560232508,3,Slider,R,S,S,0.24600564923594925,0
4,87,4.32856736638893,0,Changeup,R,R,R,0.7446462123992394,0
2,53,2.532017119282326,2,Curveball,L,S,S,0.5249608037095693,1
7,47,6.203966013088625,5,Changeup,L,L,S,0.3938504500006298,1
5,69,7.4426514655716405,5,Slider,L,S,R,0.6630471756648655,1
6,149,2.8706288553150685,5,Changeup,L,S,R,0.7529925679114111,1
2,130,6.44467399314902,6,Changeup,L,R,S,0.4425297714470262,1
5,113,3.987260341705639,5,Changeup,R,R,L,0.2589831291948055,1
4,66,3.1726284904926185,5,Cutter,R,R,R,0.6155699854700478,0
9,45,7.507374816790159,4,Fastball,R,L,L,0.7445165835109653,1
6,103,4.0832375097522515,0,Slider,L,S,L,0.7882442392570019,1
2,125,3.739284002059719,6,Cutter,R,S,S,0.6881251359330711,1
1,111,5.379475215698744,0,Fastball,R,R,L,0.36093001151484294,0
5,139,2.0898736081462754,3,Sinker,R,S,L,0.4149321429465573,1
9,94,2.598342966306526,6,Changeup,R,S,L,0.2820438255635169,1
6,141,7.4563666899089815,7,Changeup,L,L,S,0.6276473451999851,1
7,60,5.428238763495539,3,Cutter,L,S,R,0.30155264129260434,1
5,71,6.613097182168045,6,Curveball,R,L,S,0.45917965461803073,0
6,101,2.168894095483437,4,Slider,R,S,R,0.5190533575939335,0
5,93,4.350321519438976,0,Fastball,R,R,L,0.4295196313643096,1
9,85,7.771170135915986,6,Changeup,R,R,R,0.289817621363291,1
6,43,2.549631192225741,3,Slider,R,S,R,0.3738922669164658,0
8,47,1.283811810536335,6,Changeup,R,R,R,0.5796590208240258,0
2,136,4.087088065797312,2,Changeup,L,L,R,0.636094195204038,1
9,133,3.1025687097990096,5,Changeup,R,R,L,0.5687816685337229,0
5,80,1.2766178622937083,5,Slider,R,L,R,0.7794512022845612,1
7,88,7.108411061626944,7,Cutter,R,S,R,0.5681781552843638,1
1,133,7.925791284430223,0,Slider,R,S,L,0.33520372025273387,0
5,94,4.548657445519982,5,Slider,R,R,R,0.4946317498366712,1
2,78,6.197414146987632,5,Sinker,R,S,S,0.7017376258237551,1
6,149,6.872306956370396,7,Curveball,R,S,R,0.395480974809712,1
1,34,5.607856048174615,2,Curveball,R,L,S,0.6422184587306599,1
3,124,0.3532483928938497,1,Cutter,R,L,S,0.6711151581202117,1
5,117,1.2610738537345423,4,Curveball,R,S,S,0.7603791339035437,0
4,54,0.5679135292110917,3,Cutter,L,R,L,0.44070523236536474,1
3,50,0.07903685313645248,1,Changeup,R,R,S,0.3556545450730685,0
5,146,2.4479712700578924,3,Changeup,R,R,S,0.5047689540919705,1
8,38,3.138847683852478,1,Slider,L,S,L,0.7962099844901427,0
4,43,1.9282378586874058,5,Changeup,R,R,L,0.7412779825196696,1
1,103,0.5168371846905675,3,Curveball,R,R,S,0.3703730382112791,1
7,111,4.238904726693421,4,Fastball,R,S,L,0.31802944129262806,1
8,137,2.186554559657133,0,Slider,R,L,R,0.48617477173670276,1
3,66,6.368297238908498,2,Cutter,L,L,S,0.2994647072521548,1
6,122,0.06442097300224958,1,Changeup,R,S,S,0.6548187803265979,0
2,140,6.740216410300882,2,Slider,R,L,R,0.22196756029629328,1
7,113,7.638029431567656,7,Slider,R,R,L,0.33483544618187755,1
8,61,5.7290805052285565,2,Slider,R,S,R,0.21093248456433014,0
6,130,5.869152522100532,3,Changeup,R,S,R,0.33604295224648606,1
6,48,7.468498492821865,0,Cutter,L,L,L,0.23138735078624992,0
5,143,1.672570282402793,3,Slider,L,S,L,0.6041313938147725,0
8,36,7.956524545668613,7,Slider,R,S,S,0.5421642959809791,0
1,33,6.187849627028335,2,Slider,L,R,S,0.32834832660342694,0
4,69,5.8125656666223495,5,Sinker,L,S,S,0.32304631022207253,0
4,76,2.888724631962342,6,Changeup,L,S,L,0.37471610491188545,1
3,123,4.366219883244884,4,Sinker,R,S,S,0.6789277520570833,1
3,58,5.231342306186776,0,Curveball,R,S,R,0.2903019609037122,1
4,115,4.9627428905377275,0,Cutter,L,L,S,0.2730204898531219,1
1,55,5.639877107820646,5,Slider,L,S,L,0.5048302009364842,0
2,133,0.659053912627285,2,Sinker,R,R,L,0.7189700803338464,0
9,56,2.8451874626535743,7,Slider,L,L,S,0.3344666026470542,1
2,33,3.4720001327638172,3,Sinker,R,S,L,0.26375377494833185,1
5,142,2.0850343829997318,5,Slider,R,L,L,0.49501313729919855,0
9,102,1.38101816215379,4,Changeup,L,S,S,0.6392929291590002,1
9,92,1.1114198393029024,1,Curveball,R,S,S,0.5709934028841085,0
8,121,2.931067138052681,3,Slider,L,L,R,0.450899399263445,1
1,100,3.947533604500527,0,Sinker,L,L,L,0.22423883348009993,1
1,102,0.5038115211732856,5,Slider,L,L,S,0.3803559734385068,1
9,63,7.571664756724396,7,Changeup,R,L,R,0.7515508540047089,0
8,87,6.121946582886067,3,Cutter,L,R,L,0.3337174765071496,1
9,67,5.8468141854837326,1,Cutter,R,L,L,0.5683727862112976,0
7,76,1.3828841999098156,7,Curveball,L,R,R,0.7444656415347859,1
3,94,4.830406144097512,6,Cutter,R,S,L,0.49286568271331316,1
3,41,4.2377995744693395,6,Slider,L,S,S,0.4677673197562488,0
2,65,7.85975076629355,4,Changeup,L,L,R,0.28463836985235164,1
5,30,5.981374160641264,6,Slider,R,S,R,0.7883669834238087,0
3,50,4.606095069729849,6,Slider,R,R,S,0.3060017659950114,1
6,139,6.806501331760978,5,Curveball,L,R,R,0.4888746541180877,1
2,75,1.2407541668856759,4,Cutter,R,L,S,0.3027976459655916,1
3,57,0.12173223752781759,1,Cutter,L,L,S,0.4090300915091719,1
5,40,5.521866667316186,1,Cutter,L,L,L,0.7304052887852597,1
1,129,0.7864916818978998,6,Sinker,R,R,L,0.5859924306180906,1
1,113,0.9234691198680736,2,Slider,R,L,L,0.20590654894401425,0
9,27,5.957445811396244,7,Changeup,L,R,L,0.7800574817196146,1
7,91,2.1642787530719128,7,Changeup,L,R,L,0.6703444967618428,1
1,138,5.029049724551143,0,Slider,L,S,S,0.7985215898490139,0
8,53,7.3392554087419875,2,Fastball,L,S,R,0.6577200225299502,1
3,124,2.5317962531028666,3,Slider,R,L,R,0.6589121946656491,1
8,106,1.7371532627193504,1,Sinker,L,L,L,0.6196272800488338,1
5,83,0.8525030699284137,2,Cutter,R,L,S,0.4539476599350364,0
1,21,1.043698891357809,0,Slider,L,L,S,0.38896714730263926,1
7,128,0.49778156303074184,0,Sinker,R,R,S,0.5151122588577748,0
5,45,0.701139030637921,1,Fastball,L,L,R,0.3069425413873433,0
6,102,3.4560367104732315,7,Slider,R,S,S,0.6334586881354327,1
6,126,2.566920360191758,5,Cutter,L,L,L,0.7983914780393753,1
8,88,5.652486514583984,7,Curveball,R,R,S,0.560560701448416,1
9,116,6.961933265976015,2,Changeup,R,S,L,0.7138745159493765,1
2,49,6.278185625139074,4,Fastball,R,S,R,0.30339726078057233,1
9,27,4.245098053325218,7,Curveball,L,L,R,0.6950422699981689,0
9,57,0.8195369298612274,1,Changeup,R,S,S,0.7444600429402437,1
7,100,5.678138271532428,6,Curveball,R,S,R,0.7033205375681282,1
1,127,2.9026297978149884,3,Slider,L,L,R,0.5763557214869623,0
7,84,0.6852031513232815,2,Slider,L,L,S,0.7558280330532166,0
5,86,6.739731257701005,2,Changeup,L,R,R,0.7768802019126357,1
6,109,2.7057321374600445,1,Changeup,R,S,L,0.6892181874731009,0
7,114,1.7459906600925708,5,Slider,R,L,S,0.5282687811353112,0
5,91,6.971616516950745,2,Slider,R,S,L,0.7011794496754868,1
7,62,7.2170709475760395,2,Sinker,R,L,R,0.4231644233370745,1
9,65,2.711766697532479,3,Changeup,L,R,S,0.4079548542280853,1
3,144,2.8384113542509875,5,Changeup,R,L,L,0.4087444649294384,1
8,58,4.637028220665153,3,Sinker,L,L,S,0.31953094146177663,1
2,70,5.867531950485265,4,Changeup,R,R,L,0.57376691808145,1
7,23,0.5051936152549077,3,Cutter,L,L,L,0.5968868916826746,0
2,140,4.746749257507774,6,Sinker,L,R,S,0.7157837708925328,0
4,99,7.622560494268653,4,Cutter,R,S,L,0.6167064473098984,0
7,96,2.0967511774396295,3,Slider,R,S,S,0.6679622852957251,0
3,74,7.27061771277547,4,Cutter,R,S,R,0.6132992698255355,0
2,39,7.601346726104749,5,Fastball,L,L,L,0.6182273045197642,1
7,53,2.153229127768718,3,Slider,L,R,L,0.40432906365209265,0
1,141,6.033614927082804,3,Fastball,R,L,L,0.7795308648130217,0
8,128,1.91020006655648,1,Curveball,L,L,L,0.583274517478637,0
3,145,5.900889293857062,3,Fastball,R,L,R,0.5522819137364793,1
2,73,6.379359770310607,4,Curveball,R,R,S,0.7083300276794335,1
3,108,1.9776456296851954,1,Fastball,R,L,S,0.4525736293216576,1
5,72,5.72695634866588,4,Curveball,R,L,S,0.257751497481615,1
8,69,6.496836310912719,7,Curveball,L,R,R,0.34406154440552056,0
7,91,2.868630976855294,3,Slider,R,R,R,0.6848550145888401,1
7,35,1.3416222079178155,3,Changeup,L,S,S,0.6390886305249068,0
7,32,0.7357165385401085,7,Changeup,L,R,S,0.27031327056843024,1
8,39,4.603053628879535,4,Slider,L,S,R,0.24179163413349475,1
1,85,7.824784954525706,7,Curveball,L,S,R,0.573143716487419,1
4,66,6.583602560177729,5,Changeup,L,L,L,0.7631889500744644,0
6,141,3.4867171114764224,5,Changeup,R,L,S,0.3049524101982498,0
9,73,4.2929672228396685,6,Fastball,L,L,S,0.5294132957507753,1
2,25,2.2362230832945516,5,Cutter,R,L,S,0.6871804660402829,1
1,33,1.3045269388805085,2,Slider,R,L,S,0.5172155899815801,0
2,105,3.856649265858186,1,Cutter,R,L,S,0.4106758429952558,1
7,46,3.7080125293374815,1,Curveball,R,L,L,0.6743438662452172,0
3,26,4.175439622430082,7,Fastball,L,S,R,0.6627355690340312,1
2,21,7.622436684511526,5,Changeup,L,S,L,0.6982912353567517,1
7,99,4.831162401158178,7,Sinker,R,L,L,0.7670611286287341,1
2,79,4.84617469297899,3,Fastball,R,L,S,0.290378668347548,1
3,43,1.0241981028886142,1,Slider,R,S,L,0.4044684892044385,1
7,34,7.971910929414563,4,Curveball,R,S,L,0.7915923884837566,1
4,114,6.182759553877348,3,Fastball,R,R,S,0.5567217530342421,1
1,100,7.017626752752038,1,Fastball,R,R,L,0.6020779619014207,1
5,37,3.3144032946479527,0,Fastball,L,L,L,0.7304571529671786,1
9,39,4.017024766284999,1,Changeup,L,L,R,0.6146264615556412,1
8,134,4.176670473298212,5,Curveball,L,L,S,0.609940183395886,0
9,59,1.5527563143168415,4,Changeup,L,S,S,0.262701794748769,0
9,58,5.515913250615657,1,Fastball,R,L,L,0.5041045552704201,1
7,51,7.223813788939653,7,Changeup,L,L,S,0.6039160606064574,1
4,143,1.309646545107352,6,Changeup,L,L,R,0.6843750435916411,0
5,127,0.690546187889316,2,Slider,R,R,L,0.4479428580323778,1
1,46,5.905751244322738,5,Cutter,L,R,R,0.27412103193120074,1
1,129,2.1856146533838565,6,Cutter,R,L,L,0.4194953751186622,1
3,116,4.990900332938635,6,Slider,R,S,L,0.4578412108436617,0
8,93,5.566066703937445,2,Slider,R,R,S,0.6506053744571313,1
2,36,2.5752861086545744,3,Sinker,R,L,S,0.21186854102129493,1
4,68,6.521156779406275,7,Changeup,R,R,L,0.4314786938411972,1
2,100,4.399911856913735,2,Sinker,L,S,R,0.4687301697540554,0
5,135,6.951995263614422,4,Changeup,R,S,L,0.5300693574821942,1
9,42,6.10634842047158,0,Curveball,L,S,L,0.7819996959878697,0
1,117,6.94860505629963,0,Cutter,R,S,L,0.6443612374096552,1
5,91,0.1612910569431527,3,Changeup,R,L,R,0.33345755703029656,0
9,76,1.9480500859087577,7,Curveball,R,S,S,0.5801973857954031,1
1,105,0.720063523567509,3,Sinker,L,L,S,0.40767683092140894,0
9,42,3.5366641375147934,7,Cutter,R,S,R,0.686848744410518,1
8,124,7.119680972922546,2,Curveball,L,L,S,0.30264183570936554,1
4,86,3.7403220981349534,7,Curveball,L,S,L,0.28670185264590936,1
5,53,6.797704356643153,6,Slider,L,L,S,0.2608363270154941,1
5,52,2.617425904154543,4,Fastball,R,R,S,0.5264628103375759,1
6,65,2.7165605824420194,2,Fastball,L,L,R,0.27395304092153666,0
7,100,7.164493842615021,4,Fastball,R,L,R,0.22505216275132067,1
8,106,3.4065371720936124,7,Curveball,R,S,L,0.39947362453615654,0
8,34,6.318123902357331,4,Changeup,R,S,L,0.678899949851693,1
2,142,1.8931483830552107,0,Sinker,R,R,S,0.293644286157832,1
9,140,7.590406637421084,6,Fastball,R,S,R,0.4147341591173803,1
7,97,4.596625972244569,4,Changeup,R,L,R,0.46144282063492914,1
4,85,6.074588548627215,1,Cutter,L,S,L,0.7255820854185826,0
4,58,0.716125598359084,4,Sinker,R,S,S,0.485818016429868,0
8,37,3.9413138066442297,7,Sinker,R,L,S,0.5071732476214245,0
4,40,7.208307981872186,0,Fastball,L,R,R,0.3527748535487881,1
6,46,7.016309032346436,5,Curveball,L,S,R,0.6011257850380132,0
5,21,0.37451165787382035,2,Slider,R,S,R,0.2153974372678451,0
3,116,2.4295877530315737,4,Curveball,R,L,R,0.7786639402962019,1
2,58,3.546560051832641,1,Sinker,L,R,L,0.49887216998758005,1
9,75,1.3781185148463058,7,Changeup,L,R,L,0.23708795118229864,1
9,126,5.839986487919763,3,Cutter,R,S,R,0.5355022676381328,0
1,146,1.4760959647896925,2,Sinker,L,L,S,0.5083893008560446,0
3,32,2.7731175549590894,3,Curveball,L,S,L,0.3444214937933968,0
8,145,5.306245094862546,1,Sinker,R,L,R,0.32528576740714965,0
6,75,3.8567147561958395,0,Slider,L,L,R,0.3624594994971717,0
5,47,5.9085683090791505,5,Slider,L,S,S,0.27783920581698196,1
5,83,7.689663209782878,6,Cutter,L,L,S,0.5188534410282928,0
6,90,0.93237350172158,0,Fastball,L,S,R,0.7273615841908776,0
7,138,5.6765417311844875,5,Curveball,L,R,L,0.7538765540103416,1
1,119,1.8427532450569162,6,Sinker,L,R,L,0.7717922372817285,0
9,60,3.315813819260554,2,Curveball,R,S,S,0.5602245166948244,1
3,23,0.2629018063611186,4,Slider,R,R,L,0.5729294337069288,0
4,107,1.0872590583415915,4,Changeup,R,R,L,0.3863100531654913,0
1,103,2.5582183123911975,7,Curveball,L,R,L,0.7312073428326031,1
3,65,2.7358864423038796,3,Slider,L,R,R,0.492887324039792,1
2,107,7.196681731696766,0,Changeup,R,L,R,0.3675851764089437,1
2,26,5.934503274132121,7,Fastball,L,S,L,0.7794007163739762,1
1,96,7.777463745496329,4,Fastball,R,S,R,0.6232268874407922,0
8,112,4.792572082681924,7,Slider,L,R,S,0.47879086817056205,0
3,39,1.9337098567305437,5,Slider,L,S,L,0.24118210016972347,1
3,97,2.621240239373143,6,Fastball,L,S,L,0.2840969681843135,0
6,46,2.5586873863357367,4,Slider,R,S,S,0.3178860153412889,1
8,139,2.6119546213060127,0,Cutter,R,L,L,0.7417044548021476,0
9,44,5.383713384894525,0,Curveball,R,R,L,0.7829532736326181,0
9,71,4.24646342472333,1,Cutter,R,S,L,0.360187246774767,0
4,40,3.0833934246931545,6,Changeup,R,L,S,0.49898900895174003,1
5,37,1.1927181498297328,3,Slider,L,R,R,0.6751311885232703,0
2,58,0.17711330353716725,7,Slider,L,L,R,0.4307825125204128,0
9,34,1.7506774207015408,6,Changeup,L,L,L,0.4954263689826924,1
8,72,0.8597712317494501,7,Curveball,L,L,R,0.7325741123662213,0
3,57,6.283560246817915,0,Fastball,R,S,L,0.32450663224499005,0
9,71,0.8999836625110831,6,Cutter,R,R,S,0.7963114780411011,0
3,91,5.793825898454689,1,Curveball,R,R,S,0.4737837068046618,1
9,47,3.085269518208661,6,Fastball,L,S,L,0.354981772858193,0
2,137,0.5870271179502078,0,Fastball,R,R,L,0.7354963534097569,0
9,54,6.501840395452686,2,Slider,R,R,L,0.24590241053256065,1
8,118,4.637044561892907,5,Changeup,L,L,R,0.585391532746935,1
9,71,1.8860921029085844,5,Sinker,L,S,S,0.23701352522292485,1
5,102,7.157449394661343,2,Slider,R,L,L,0.7677155645359468,1
2,67,0.36206651096441167,2,Sinker,R,R,R,0.583831650081422,1
8,41,1.6145568655821032,7,Changeup,R,R,L,0.43878236545084565,0
6,142,6.016375422446888,7,Slider,L,S,S,0.45464182684734566,1
8,146,5.675023442479113,0,Cutter,L,L,S,0.2990819428431972,0
5,71,2.3141735497958242,7,Slider,L,L,S,0.416004868056337,1
2,98,0.4961990028222649,4,Cutter,L,L,L,0.742279384540226,0
6,148,6.8646245777995505,4,Sinker,L,S,S,0.6832249742558065,0
5,85,2.5095811045592207,2,Curveball,L,L,L,0.5968892789474389,0
5,83,1.5657073194261217,3,Curveball,R,L,R,0.7806693066940256,0
1,27,4.128494578887817,5,Sinker,R,R,R,0.5440620060275063,1
2,44,7.281817594259579,1,Sinker,R,R,R,0.3057668776390955,0
8,113,0.34837262274700276,2,Slider,L,L,L,0.6281690915431425,1
3,34,6.126432704247102,5,Curveball,L,L,S,0.5551489867297872,1
3,141,4.579785823509671,1,Fastball,R,R,S,0.4619282417029236,1
8,94,3.4035929324145355,6,Cutter,R,S,L,0.2881890106984639,1
8,123,5.95264355284048,1,Sinker,L,R,R,0.6065954154600065,1
2,57,7.726595395533058,2,Changeup,L,L,R,0.46643950284079144,0
8,134,1.8336496893015282,4,Cutter,L,S,L,0.5471800587001634,1
1,58,1.149178920576957,3,Slider,R,L,S,0.38924137404673853,0
6,127,7.303053961781576,5,Curveball,L,L,S,0.2934365439476062,0
8,36,5.35162461965843,2,Curveball,L,L,S,0.41594452013617644,1
3,137,3.503888172495728,1,Fastball,L,S,S,0.7112628967916936,1
8,58,4.586076562114265,7,Curveball,L,L,R,0.29573955945066394,1
1,54,5.964911241409952,5,Slider,R,S,S,0.48273998033291304,1
9,70,6.184255189645738,0,Slider,R,R,L,0.3785650659379619,1
9,66,7.3591534465517165,6,Changeup,L,S,S,0.7773993426529766,0
5,55,3.4147423111649813,7,Cutter,L,L,R,0.2508041202655715,0
4,83,2.34728728015516,0,Cutter,L,L,S,0.34720938656866973,1
6,114,5.117314134318735,5,Cutter,L,R,S,0.46973404489770565,1
7,124,3.325823194236243,5,Changeup,L,R,L,0.34836686607479733,0
5,32,4.756787631591823,1,Changeup,L,R,S,0.6239556484554867,0
9,131,3.3598863876476015,7,Changeup,L,S,S,0.42253107835666237,1
3,84,1.2239662934253959,2,Fastball,L,S,L,0.6684661597851929,1
7,27,3.7554140132716674,7,Changeup,R,S,L,0.5307640683642076,0
5,67,5.527342575528262,4,Curveball,R,S,L,0.45609440797083317,1
7,104,6.394270461341199,2,Sinker,L,R,L,0.41892567201945075,1
2,62,3.9466102143723747,3,Fastball,R,L,R,0.33321120262148907,1
4,104,1.3219031216832073,5,Curveball,R,L,S,0.35153503585498574,1
2,38,3.3175016771954526,0,Cutter,R,S,S,0.3058278223026924,0
7,42,6.290351430733586,1,Slider,R,R,R,0.7110471498930262,0
2,134,3.3028741649365827,7,Cutter,L,R,L,0.528970217689885,1
1,69,5.572246348833779,4,Changeup,L,R,S,0.4897251074030351,1
9,62,4.057709453424718,6,Slider,L,L,L,0.3933506236621672,1
1,118,1.9297850008751736,2,Cutter,L,L,L,0.5101213553869219,1
8,123,6.369204064184594,3,Fastball,R,S,R,0.7295324863481878,1
2,135,0.6737076325654963,7,Changeup,R,L,R,0.71365918011117,1
8,70,4.199122262041205,2,Cutter,R,R,L,0.5594546282749946,0
3,125,1.6711282739472395,6,Slider,R,L,S,0.5179742263323939,1
6,131,0.5365250283310052,3,Curveball,L,L,L,0.335469151436286,0
3,91,4.023471496665991,2,Cutter,L,L,S,0.615756881406111,1
7,99,3.9964972474793887,4,Fastball,L,S,L,0.7119907204054838,0
9,68,5.655207213405767,7,Slider,R,L,L,0.3834147846216098,1
2,66,5.958005544415239,4,Cutter,L,S,S,0.4613244680402626,1
5,91,5.822331909543174,1,Curveball,L,L,R,0.2640262274020298,1
6,26,3.2764698633340403,4,Changeup,L,S,R,0.7149185302354564,1
4,85,5.0535182978125,3,Changeup,R,R,L,0.25862507270211843,1
4,96,4.615561941151682,1,Changeup,L,R,S,0.6226024486358046,0
4,81,3.3724940489353568,6,Sinker,L,R,R,0.3121878103954506,1
2,57,4.777701553487946,4,Slider,L,S,S,0.640189213361247,1
4,144,7.5779830136501,0,Sinker,L,R,R,0.585607272965297,0
1,103,1.5431499494510188,7,Curveball,R,S,S,0.6142372645456753,1
6,48,7.2461767662842105,6,Curveball,L,S,L,0.5814787550142575,0
1,133,0.42764411186558693,3,Cutter,R,S,S,0.43800237388272406,0
6,98,2.4671137032132853,6,Changeup,L,R,L,0.5721159253419166,0
1,42,2.305161988892226,7,Slider,L,S,R,0.34079224351428467,1
6,125,5.010920863047246,6,Sinker,L,L,S,0.3643623551132895,1
8,120,1.0497996142183226,1,Sinker,L,R,R,0.23907992875515993,1
2,27,7.05878089471803,3,Changeup,L,L,R,0.5676965930313516,1
2,105,6.62841126772033,1,Sinker,R,R,L,0.7044769921856908,1
4,136,5.216526557482222,7,Changeup,L,S,S,0.42706998969066734,1
3,48,3.667310654337582,7,Cutter,L,S,L,0.32520696330800763,1
4,21,7.463648337136627,3,Cutter,L,S,S,0.6943577708901028,1
7,132,6.645972437764447,0,Cutter,R,R,R,0.5864758581374613,1
1,84,3.994521184649959,7,Fastball,R,R,R,0.7361177935216268,1
6,127,5.61498683563449,6,Fastball,L,S,S,0.2037461921117093,0
3,39,4.5354396174374765,4,Sinker,R,R,R,0.4406938719443576,0
7,56,4.703537907106116,2,Slider,L,L,R,0.7405748399388279,1
2,91,2.64780855549977,6,Slider,R,S,L,0.6052297596383842,0
2,46,3.696676836999174,2,Cutter,L,L,R,0.48131969103267813,1
4,142,0.6249714463179536,2,Curveball,R,L,R,0.44872929119702576,0
1,64,2.85878953331674,6,Slider,R,R,R,0.7370962863577273,1
3,102,5.566628122897216,1,Sinker,R,L,S,0.6990770598229796,1
9,139,7.6257282440494905,4,Fastball,R,S,R,0.20738707127056322,1
7,84,7.704512902104162,6,Sinker,R,L,L,0.27265403446610087,0
7,44,4.445782952999133,5,Sinker,R,R,L,0.5073891900790861,0
4,46,4.8529780144766566,1,Fastball,R,R,L,0.2687817223566819,0
2,125,1.48576948400774,6,Changeup,R,S,L,0.3648584266196111,1
4,63,5.562464864748246,7,Cutter,L,S,R,0.700945225526284,0
6,126,0.5652703413950899,6,Sinker,L,S,L,0.4316835603772353,1
3,55,2.2774854863955563,1,Curveball,L,S,S,0.4705487429262928,1
1,25,5.346906778283538,6,Cutter,L,S,S,0.30451460710555317,1
8,28,2.4824810523479144,1,Fastball,L,L,R,0.561388419001964,1
5,32,0.39877499291563456,6,Curveball,L,L,S,0.2721860902379034,1
5,60,6.65496327480771,5,Slider,R,R,S,0.5781328349920715,1
4,147,2.4826400570765044,6,Changeup,R,L,R,0.648041503952671,1
6,85,0.5048417988694274,7,Sinker,R,S,R,0.7241653468446132,1
3,104,0.5983053160229215,7,Fastball,L,S,L,0.5494687317729144,1
9,43,2.014070390310029,1,Changeup,R,R,L,0.3991726718364824,0
5,63,1.42412757777221,7,Sinker,R,S,R,0.7110060435711414,1
3,125,6.194400942241207,7,Sinker,R,R,S,0.5579745639659155,1
1,117,2.5734723733362754,4,Cutter,R,L,R,0.4148825615218234,1
6,79,6.43756628031866,6,Curveball,L,L,L,0.39352360827808164,1
2,28,1.3907679825852224,2,Cutter,R,L,R,0.39236849494710824,1
3,149,3.9430334363526702,7,Changeup,R,R,R,0.23380606769333506,1
1,75,5.50429706842503,3,Fastball,L,S,S,0.26080062539583243,0
9,41,5.215926830926839,1,Changeup,L,R,R,0.2538243061446071,0
8,100,4.80903527944215,6,Fastball,L,L,L,0.38731278155001037,1
2,119,7.398572815449358,4,Changeup,R,R,R,0.4843860126705325,1
8,32,1.828201181653955,0,Cutter,R,S,S,0.288548005053357,1
9,90,3.949753635696843,3,Changeup,R,R,R,0.6967707609741411,1
1,35,7.07194040057927,1,Slider,L,L,S,0.23936983307364287,0
5,64,0.6231501247612563,1,Cutter,R,S,R,0.7671869966517353,0
8,84,0.44710614602460197,6,Changeup,L,L,S,0.24466042098821952,0
2,89,1.8664183004663313,3,Changeup,L,S,R,0.7367997207485353,0
4,118,5.064169756304148,3,Curveball,L,S,R,0.3564249338605171,1
7,120,2.079037011598455,1,Cutter,R,L,R,0.7920480571402495,0
3,124,1.5219190704703918,4,Curveball,L,L,R,0.5127966958620251,1
5,113,3.6704185228663366,0,Cutter,L,L,R,0.2109846092253298,0
8,61,4.908784550155292,6,Fastball,R,R,L,0.36960141815092507,1
3,102,1.9884616561339232,7,Cutter,L,L,L,0.7640980414247194,1
4,124,2.4055294937899365,7,Cutter,L,S,R,0.37979949116248496,0
9,47,4.908474438492111,4,Changeup,R,R,S,0.4157649609049936,0
7,45,7.5659073759156215,7,Slider,R,R,S,0.22648892431655585,0
1,135,5.397933819504706,7,Sinker,L,R,L,0.3519538440875348,0
4,68,6.26323314867648,5,Cutter,L,R,L,0.3555920924639343,0
4,20,2.93448075804375,2,Curveball,R,R,L,0.6295842963378789,1
9,111,2.1780348750757286,2,Slider,L,R,S,0.5034609669324415,0
6,77,3.6341419456209803,2,Cutter,L,L,L,0.29660460844225206,0
9,98,6.4570626296933895,1,Slider,L,S,L,0.6773596354980229,1
6,100,3.6503971343244466,6,Fastball,L,L,L,0.5669112499302904,1
